District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
District 7,Plant,Structural Concrete,10-404,"Quikrete - Riverview, FL","Quikrete Construction Materials, LLC",Keith Darkes,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,6703 S. 78TH STREET,,RIVERVIEW,Florida,33569,,27.882234,-82.371411,5920 WEST LINEBAUGH AVE.,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,12/1/2023
District 7,Plant,Structural Concrete,10-405,TITAN,Titan Florida LLC,MIKE CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,2004 E DR. MARTIN LUTHER BLVD,,PLANT CITY,Florida,33563,,28.016302,-82.102686,"425 COMMERCIAL COURT,STE. B3",,VENICE,Florida,34292,,Under Review,6/23/2015,Accepted,10/3/2023
District 7,Plant,Structural Concrete,10-408,TITAN,Titan Florida LLC,MICHAEL CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,515 CAMERON DRIGGERS AVE,,RUSKIN,Florida,33570,,27.715408,-82.400390,"425 COMMERCIAL COURT, STE. B3",,VENICE,Florida,34292,,Under Review,6/23/2015,Inactivated,6/11/2019
District 7,Plant,Structural Concrete,10-410,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,dennis.hughes@preferredmaterials.com,(727) 250-8607,1811 NORTH 57TH STREET,,TAMPA,Florida,33619,,27.960221,-82.391109,11913 SR 54,,Odessa,Florida,33556,,Under Review,6/23/2015,Accepted,5/23/2022
District 7,Plant,Structural Concrete,10-411,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,Dennis.Hughes@preferredmaterials.com,(727) 250-8607,6723 78TH STREET,,RIVERVIEW,Florida,33569,,27.879716,-82.372477,11913 SR 54,,Odessa,Florida,33556,,Under Review,6/23/2015,Accepted,8/3/2023
District 7,Plant,Structural Concrete,10-412,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,dennis.hughes@preferredmaterials.com,(727) 250-8607,5151 24TH AVE SOUTH,,TAMPA,Florida,33619,,27.925806,-82.398536,8529 SOUTH PARK CIRCLE,SUITE 320,ORLANDO,Florida,32819,,Under Review,6/23/2015,Accepted,5/6/2024
District 7,Plant,Structural Concrete,10-482,TITAN,Titan Florida LLC,MICHAEL CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,7518 Anderson Road,,Tampa,Florida,33634,,28.018072,-82.535854,515 Gene Green Rd,,Nokomis,Florida,34275,,Under Review,4/1/2016,Accepted,9/20/2023
District 7,Plant,Structural Concrete,10-483,CEMEX,"Cemex, Inc. - Concrete Division",SCOTT ROGERS,anthonys.rogers@cemex.com,(813) 269-1069,3711 Causeway Blvd,,Tampa,Florida,33619,,27.921450,-82.416260,3820 Northdale Blvd,Suite 100B,Tampa,Florida,33624,,Under Review,2/27/2020,Accepted,5/17/2023
District 7,Plant,Structural Concrete,10-484,"A-1 Block Corp - Tampa, FL",A-1 Block Corp,GLEN FONTAN,GLENF@A1BLOCK.COM,(407) 832-1954,1886 Massaro Blvd,,Tampa,Florida,33637,,27.962270,-82.366469,1617 South Division Ave.,,Orlando,Florida,32805,,Approved,4/15/2020,Accepted,10/10/2023
District 7,Plant,Structural Concrete,10-485,MASCHMEYER,Maschmeyer Concrete Company of Florida,RICHARD LORENZ,rlorenz@maschmeyer.com,(561) 248-0341,401 Big Bend Road,,Gibsonton,Florida,33534,,27.794591,-82.391857,1142 Watertower Road,,Lake Park,Florida,33403,,Under Review,9/8/2020,Accepted,11/8/2023
District 7,Plant,Structural Concrete,10-486,"A-1 Block Corp - Plant City, FL",A-1 Block Corp,GLEN FONTAN,glenf@a1block.com,(407) 832-1954,3117 Sammonds Road,,Plant City,Florida,33563,,28.010433,-82.158493,1617 South Division Street,,Orlando,Florida,34787,,Under Review,8/24/2022,Accepted,10/31/2023
District 7,Plant,Structural Concrete,10-487,Maschmeyer,Maschmeyer Concrete Company of Florida,PHILIP SCHLOSSNAGLE,pschlossnagle@maschmeyer.com,(813) 957-1760,6311 East Sligh Avenue,,Tampa,Florida,33617,,28.008520,-82.383420,6311 East Sligh Avenue,,Tampa,Florida,33617,,Under Review,6/13/2023,Accepted,7/5/2023
District 7,Plant,Structural Concrete,10-488,TITAN,Titan Florida LLC,MICHAEL CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,4219 Maritime Blvd.,,Tampa,Florida,33605,,27.917523,-82.439730,4219 Maritime Blvd.,,Tampa,Florida,33605,,Under Review,9/21/2023,Inactivated,4/18/2024
District 7,Plant,Structural Concrete,14-358,ARGOS,"Quikrete Construction Materials, LLC",Keith Darkes,kdarkes@argos-us.com,(813) 376-5017,8430 ARCOLA AVENUE,,HUDSON,Florida,33567,,28.377922,-82.674909,5920 W. LINEBAUGH AVE.,,TAMPA,Florida,33624,,Under Review,6/23/2015,Inactivated,9/11/2020
District 7,Plant,Structural Concrete,14-508,"Quikrete Construction Materials, LLC. - San Antonio, FL","Quikrete Construction Materials, LLC",Keith Darkes,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,11803 URADCO PLACE,,SAN ANTONIO,Florida,33576,,28.329775,-82.317975,5920 W. LINEBAUGH,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,10/25/2019
District 7,Plant,Structural Concrete,14-521,"Cemex, Inc - Zephyrhills","Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 269-1069,3946 COPELAND Dr.,,ZEPHYRHILLS,Florida,33542,,28.212737,-82.164254,3820 NORTHDALE BLVD,,TAMPA,Florida,33624,,Under Review,6/23/2015,Suspended,8/20/2021
District 7,Plant,Structural Concrete,14-522,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,Dennis.Hughes@preferredmaterials.com,(727) 250-8607,11913 HWY 54,,ODESSA,Florida,33556,,28.192696,-82.618002,1901B E 15TH STREET,,PANAMA CITY,Florida,32405,,Under Review,6/23/2015,Accepted,8/29/2018
District 7,Plant,Structural Concrete,14-523,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 269-1069,11121 EHREN CUTOFF ROAD,,LAND O LAKES,Florida,34639,,28.318771,-82.419906,3820 NORTHDALE BLVD.,SUITE 100B,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,8/12/2022
District 7,Plant,Structural Concrete,14-524,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonysrogers@cemex.com,(813) 787-6331,8519 NEW YORK AVE,,HUDSON,Florida,34667,,28.376264,-82.673858,3820 NORTHDALE BLVD.,SUITE 100 B,TAMPA,Florida,33624,,Under Review,6/23/2015,Inactivated,8/1/2016
District 7,Plant,Structural Concrete,14-525,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,Dennis.Hughes@preferredmaterials.com,(727) 250-8607,8525 ARCOLA AVE,,HUDSON,Florida,34667,,28.379168,-82.673156,11913 STATE RD 54,,ODESSA,Florida,33556,,Under Review,6/23/2015,Accepted,8/13/2018
District 7,Plant,Structural Concrete,14-527,TITAN,Titan Florida LLC,MICHAEL CUNNINGHAM,mcunningham@titanamerica.com,(954) 325-2108,3870 Copeland Drive,,Zephyrhills,Florida,33542,,28.212091,-82.164676,3870 Copeland Drive,,Zephyrhills,Florida,33542,,Under Review,1/14/2021,Accepted,1/5/2024
District 7,Plant,Structural Concrete,14-528,EARTH TECH,"Earth Tech, LLC",ROBERT FRIESZELL,rfrieszell@reinforcedearth.com,(352) 553-2033,15924 Hudson Ave,,Spring Hill,Florida,34610,,28.361747,-82.552379,2620 Hunt Rd,,Land o' Lakes,Florida,34638,,Under Review,7/26/2022,Inactivated,10/19/2023
District 7,Plant,Structural Concrete,14-529,"Geoquest USA, Inc. - Dade City","Geoquest USA, Inc.",Bryan Yanes,bryan.yanes@geoquest-group.com,(863) 458-5866,39200 Coit Road,,Dade City,Florida,33523,,28.461098,-82.166444,39200 Coit Road,,Dade City,Florida,33523,,Under Review,6/7/2023,Accepted,7/21/2023
District 7,Plant,Structural Concrete,14-530,Maschmeyer - Zephyrhills,Maschmeyer Concrete Company of Florida,PHILIP SCHLOSSNAGLE,pschlossnagle@maschmeyer.com,(813) 341-9994,3961 Copeland Drive,,Zephyrhills,Florida,33542,,28.210833,-82.164444,3961 Copeland Drive,,Zephyrhills,Florida,33542,,Under Review,2/1/2024,Accepted,2/2/2024
District 7,Plant,Structural Concrete,14-531,Maschmeyer - Hudson,Maschmeyer Concrete Company of Florida,PHILIP SCHLOSSNAGLE,pschlossnagle@maschmeyer.com,(813) 957-1760,9301 Denton Ave.,,Hudson,Florida,34667,,28.390278,-82.661111,9301 Denton Ave.,,Hudson,Florida,34667,,Under Review,5/28/2024,Accepted,6/3/2024
District 7,Plant,Structural Concrete,15-018,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 787-6331,2195 LAKE AVE S.E.,,LARGO,Florida,33771,,27.897817,-82.769226,311 FALKENBURG ORAD SOUTH,,TAMPA,Florida,33619,,Under Review,6/23/2015,Inactivated,1/11/2022
District 7,Plant,Structural Concrete,15-019,CEMEX,"Cemex, Inc. - Concrete Division",ANTHONY ROGERS,anthonys.rogers@cemex.com,(813) 787-6331,601 24TH STREET SOUTH,,ST. PETERSBURG,Florida,33712,,27.763628,-82.666326,3820 NORTHDALE BLVD.,SUITE 100B,TAMPA,Florida,33624,,Under Review,6/23/2015,Inactivated,10/7/2015
District 7,Plant,Structural Concrete,15-227,"Quikrete Construction Materials, LLC. - Largo, FL","Quikrete Construction Materials, LLC",Keith Darkes,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,13175 95TH AVE,,LARGO,Florida,34643,,27.892675,-82.770535,5920 WEST LINEBAUGH AVE,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,6/8/2022
District 7,Plant,Structural Concrete,15-282,ARGOS,"Quikrete Construction Materials, LLC",TODD FLOURNAH,Todd.Flournah@Quikrete-ReadyMix.com,(470) 963-0101,1020 31ST ST.,,ST. PETERSBURG,Florida,33712,,27.759606,-82.674667,5920 WEST LINEBAUGH AVE,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,6/8/2022
District 7,Plant,Structural Concrete,15-303,Quikrete Construction Materials,"Quikrete Construction Materials, LLC",Keith Darkes,Keith.Darkes@Quikrete-ReadyMix.com,(813) 376-5017,633 NEW ANCIOTE BLVD,,TARPON SPRINGS,Florida,34689,,28.172545,-82.767878,5920 W LINEBAUGH AVE.,,TAMPA,Florida,33624,,Under Review,6/23/2015,Accepted,9/29/2021
District 7,Plant,Structural Concrete,15-380,ARGOS,"Quikrete Construction Materials, LLC",KEITH DARKES,kdarkes@argos-us.com,(813) 376-5017,170 Pine Ave.,,Oldsmar,Florida,34677,,28.039756,-82.673353,5920 W.Linebaugh Ave.,,Tampa,Florida,33624,,Under Review,2/5/2020,Inactivated,8/23/2024
District 7,Plant,Structural Concrete,15-382,"Preferred MATERIALS, INC","Preferred Materials, Inc. - Concrete Division",Dennis Hughes,Dennis.Hughes@preferredmaterials.com,(727) 250-8607,3757 118TH AVE,,CLEARWATER,Florida,33762,,27.881750,-82.684569,11913 SR 54,,Odessa,Florida,33556,,Under Review,6/23/2015,Accepted,2/7/2019
SMO,Mine,Aggregate,AL149,VULCAN MATERIALS COMPANY,Vulcan Materials Company,KEVIN ASH,ashk@vmcmail.com,(205) 668-2492,1614 HIGHWAY 84,,CALERA,Alabama,35040,,33.138100,-86.762180,P.O. BOX 996,,CALERA,Alabama,35040,,Approved,12/10/2001,Accepted,9/23/2016
SMO,Mine,Aggregate,AL519,VULCAN MATERIALS COMPANY,Vulcan Materials Company,JOHN GOSS,gossj@vmcmail.com,(256) 366-1899,18055 HWY 72 WEST,,TUSCUMBIA,Alabama,35674,,34.725760,-87.807750,P.O. BOX 370,,TRINITY,Alabama,35673,,Approved,12/10/2001,Accepted,9/15/2017
SMO,Mine,Aggregate,AL526,MARTIN MARIETTA MATERIALS,Martin Marietta Aggregates,JOEY CARLEE,joey.carlee@martinmarietta.com,(205) 216-8123,3703 HWY 31 N.,,CALERA,Alabama,35040,,33.172690,-86.747790,3703 HWY 31 N.,,CALERA,Alabama,35040,,Approved,12/10/2001,Accepted,9/23/2016
SMO,Mine,Aggregate,AL667,VULCAN MATERIALS COMPANY,Vulcan Materials Company,DONALD WARD,wardd@vmcmail.com,(334) 257-1102,8938 HIGHWAY 14,,LOACHAPOKA,Alabama,36865,,32.597540,-85.637360,8938 HIGHWAY 14,,LOACHAPOKA,Alabama,36865,,Approved,11/13/2007,Accepted,9/23/2016
SMO,Mine,Aggregate,AL734,HARD ROCK HILL,North Montgomery Materials,BRAD ODELL,hardrockhill2@aol.com,(334) 399-4285,2194 PROVIDENCE RD,,TITUS,Alabama,36080,,32.734199,-86.269995,2194 PROVIDENCE RD,,TITUS,Alabama,36080,,Approved,1/5/2011,Accepted,9/23/2016
SMO,Mine,Aggregate,AL817,"ROGERS GROUP, INC.","Rogers Group, Inc.",,,,149 Parks Chapel Road,,Lacey's Springs,Alabama,35754,,34.556600,-86.572800,149 Parks Chapel Road,,Lacey's Springs,Alabama,35754,,Approved,12/22/2016,Accepted,1/9/2017
SMO,Mine,Aggregate,AL872,Arcosa Lightweight,Arcosa Lightweight,JACK MOORE,jack.moore@arcosa.com,(205) 499-6711,201 Industrial Street,,Livingston,Alabama,35470,,32.565000,-88.196480,201 Industrial Street,,Livingston,Alabama,35470,,Approved,3/8/2023,Accepted,3/8/2023
SMO,Mine,Aggregate,AL931,Martin Marietta Aggregates,Martin Marietta Aggregates,CHAD DOBBS,chad.dobbs@martinmarietta.com,(470) 297-9885,"3505 Lee Rd, Co Rd 159",,Auburn,Alabama,36830,,32.541750,-85.476540,"3505 Lee Rd, Co Rd 159",,Auburn,Alabama,36830,,Under Review,12/3/2024,,
SMO,Mine,Aggregate,BA348,Martin Marietta Aggregates,Martin Marietta Aggregates,THEODORE MACKEY,tj.mackey@martinmarietta.com,(242) 352-2345,WARREN J. LEVARITY HIGHWAY,,FREEPORT,,78062,,26.533020,-78.773050,WARREN J. LEVARITY HIGHWAY,,FREEPORT,,78062,,Approved,12/10/2001,Accepted,9/23/2016
SMO,Mine,Aggregate,GA178,VULCAN MATERIALS COMPANY,Vulcan Materials Company,JEFF MERCER,mercerj@vmcmail.com,(478) 808-0880,1263 LITE-N-TIE RD.,,MACON,Georgia,31211,,32.921840,-83.528190,1263 LITE-N-TIE RD.,,MACON,Georgia,31211,,Approved,12/10/2001,Accepted,2/3/2017
SMO,Mine,Aggregate,GA181,Vulcan Materials Company,Vulcan Materials Company,JEFF MERCER,mercerj@vmcmail.com,(478) 808-0880,9201 Fortson Rd,,Fortson,Georgia,31909,,32.587950,-84.947490,9201 Fortson Rd,,Fortson,Georgia,31909,,Approved,6/22/2023,Accepted,6/22/2023
SMO,Mine,Aggregate,GA183,MARTIN MARIETTA MATERIALS,Martin Marietta Aggregates,Josh Mccorkle,josh.mccorkle@martinmarietta.com,(706) 339-5935,30907 SUPERIOR RD.,,AUGUSTA,Georgia,30907,,33.538690,-82.034100,3019 RIVERWATCH PARKWAY,,AUGUSTA,Georgia,30907,,Approved,12/10/2001,Accepted,9/26/2016
SMO,Mine,Aggregate,GA185,MARTIN MARIETTA MATERIALS,Martin Marietta Aggregates,Alex Warren,alex.warren@martinmarietta.com,(706) 829-7394,137 PITTS CHAPEL ROAD,,MACON,Georgia,31217,,32.928528,-83.499806,137 PITTS CHAPEL ROAD,,MACON,Georgia,31217,,Approved,12/10/2001,Accepted,4/18/2018
SMO,Mine,Aggregate,GA206,VULCAN MATERIALS COMPANY,Vulcan Materials Company,JEFF MERCER,mercerj@vmcmail.com,(478) 808-0880,3582 PEA RIDGE RD,,JULIETTE,Georgia,31046,,33.000430,-83.734830,P.O. BOX 7627,,MACON,Georgia,31209,,Approved,4/19/2022,Accepted,9/26/2016
SMO,Mine,Aggregate,GA383,MARTIN MARIETTA MATERIALS,Martin Marietta Aggregates,Chuck Schlumbrecht,chuck.schlumbrecht@martinmarietta.com,(706) 269-3849,5291 JUNCTION CITY HWY,,JUNCTION CITY,Georgia,31812,,32.619700,-84.485790,ROUTE 1 P.O. BOX 27,,JUNCTION CITY,Georgia,31812,,Approved,12/10/2001,Accepted,9/26/2016
SMO,Mine,Aggregate,GA553,JUNCTION CITY MINING,"Anderson Columbia Company, Inc.",DALE CRAIN,dale.crain@andersoncolumbia.com,(386) 623-2499,2158 PACKING HOUSE ROAD,,TALBOTTON,Georgia,31827,,32.642240,-84.506150,2158 PACKING HOUSE ROAD,,TALBOTTON,Georgia,31827,,Approved,12/10/2001,Accepted,9/26/2016
SMO,Mine,Aggregate,GA701,COLUMBUS QUARRY LLC.,Columbus Quarry LLC,KRISTINA PLATT,kplatt@columbusquarry.com,(706) 569-4406,3001 SMITH ROAD,,FORTSON,Georgia,31808,,32.599800,-84.943400,3001 SMITH ROAD,,FORTSON,Georgia,31808,,Approved,1/10/2020,Accepted,9/26/2016
SMO,Mine,Aggregate,GA753,MIDSOUTH AGGREGATES,Midsouth Paving Inc.,NATE EDMONDSON,nedmondson@midsouthaggs.com,(205) 281-2463,75 GHEESLING RD,,CAMAK,Georgia,30807,,33.463179,-82.636572,"500 RIVERHILLS PARK, SUITE 590",,BIRMINGHAM,Alabama,35242,,Approved,3/16/2012,Accepted,9/26/2016
SMO,Mine,Aggregate,GA754,VULCAN MATERIALS COMPANY,Vulcan Materials Company,JEFF MERCER,mercerj@vmcmail.com,(478) 808-0880,14674 HWY 16 EAST,,SPARTA,Georgia,31087,,33.286389,-82.932778,1263 LITE-N-TIE RD,,MACON,Georgia,31211,,Approved,1/10/2012,Accepted,2/3/2017
SMO,Mine,Aggregate,GA803,Statewide Materials,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(321) 268-8455,137 Pitts Chapel Road,,Macon,Georgia,31217,,32.929550,-83.495380,1466 Fall Line Freeway,,Butler,Georgia,31006,,Approved,10/14/2015,Accepted,9/26/2016
SMO,Mine,Aggregate,GA828,"Fall Line Materials, LLC.","Fall Line Materials, LLC.",JAMES COLLINS,fall.linematerials@gmail.com,(478) 250-5150,5291 Junction City Highway,,Junction City,Georgia,31812,,32.619432,-84.486942,778-c Riverside Drive,,Macon,Georgia,31201,,Approved,2/28/2017,Accepted,2/28/2017
SMO,Mine,Aggregate,GA850,Statewide Materials,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(478) 250-5150,75 Gheesling Road,,Camak,Georgia,30807,,33.476166,-82.638587,1525 White Drive,,Titusville,Florida,32780,,Approved,6/13/2018,Accepted,6/13/2018
SMO,Mine,Aggregate,GA869,Martin Marietta Aggregates,Martin Marietta Aggregates,Jeremy Simpkins,jeremy.simpkins@martinmarietta.com,(706) 831-0549,1466 Quaker Rd,,Warrenton,Georgia,30828,,33.385880,-82.637840,1466 Quaker Rd,,Warrenton,Georgia,30828,,Approved,2/5/2020,Accepted,2/5/2020
SMO,Mine,Aggregate,GA928,Martin Marietta Aggregates,Martin Marietta Aggregates,CHAD DOBBS,chad.dobbs@martinmarietta.com,(470) 297-9885,245 Rockwood Road,,Tyrone,Georgia,30290,,33.444100,-84.617680,245 Rockwood Road,,Tyrone,Georgia,30290,,Under Review,9/19/2024,,
SMO,Mine,Aggregate,HN717,AGREGADOS DEL CARIBE,Agregados Del Caribe,ANDREA FUNEZ,funeza@vmcmail.com,(813) 217-5278,CARRETERA SAPADRIL,DESVIO ALDEA BRISAS DEL MAR,PUERTO CORTES,,21301,,15.809505,-87.894086,CARRETERA SAPADRIL,DESVIO ALDEA BRISAS DEL MAR,PUERTO CORTES,,21301,,Approved,6/15/2010,Accepted,9/26/2016
SMO,Mine,Aggregate,JA924,Jamaica Aggregates Limited,Jamaica Aggregates Limited,SYLVENIA BARNSWELL-GREENSWORD,sylvenia.greensword@jamagg.com,(876) 982-5499,Poorman's Corner,,Yallah's St. Thomas,,W.I.,,17.882860,-76.593228,Poorman's Corner,,Yallah's St. Thomas,,W.I.,,Approved,2/13/2025,Accepted,2/13/2025
SMO,Mine,Aggregate,KY309,Vulcan Materials Company,Vulcan Materials Company,DAVID HUMPHREY,humphreyd@vmcmail.com,(270) 205-8435,1071 U.S. Highway 62,,Grand Rivers,Kentucky,42045,,37.026699,-88.253410,1055 US Highway 62,,Grand Rivers,Florida,42045,,Approved,9/19/2023,Accepted,9/19/2023
SMO,Mine,Aggregate,KY825,,Winn Materials of Kentucky the Grand Rivers Quarry,TRENT PALMER,Trent.Palmer@grandriversquarry.com,(270) 977-8860,877 Dover Road,,Grand Rivers,Kentucky,42045,,37.058911,-88.284362,877 Dover Road,,Grand Rivers,Kentucky,42045,,Under Review,1/31/2017,,
SMO,Mine,Aggregate,KY915,Pine Bluff Sand and Gravel Company,Pine Bluff Sand and Gravel Company (CRQ),Mike Nelson,mike.nelson@pbsgc.com,(270) 205-6901,780 Spencer Road,,Salem,Kentucky,42078,,37.196890,-88.259130,780 Spencer Road,,Salem,Kentucky,42078,,Approved,1/31/2024,Accepted,1/31/2024
SMO,Mine,Aggregate,KY922,Warren Paving,Warren Paving,Bobby Sullivan,bobbysullivan@warrenpaving.com,(270) 988-2647,712 Lee Road,,Salem,Kentucky,42078,,37.187040,-88.237490,712 Lee Road,,Salem,Kentucky,42078,,Approved,9/18/2024,Accepted,9/18/2024
SMO,Mine,Aggregate,LA325,Holcim US,Holcim US,WILLIAM HULSEY,william.hulsey@holcim.com,(985) 259-3391,"70727 Interstate 59, Service Road","INTERSTATE 59 NORTH, EXIT 11",PEARL RIVER,Louisiana,70452,,30.457070,-89.697570,P.O. BOX 31,,NICHOLSON,Mississippi,39463,,Approved,12/4/2024,Accepted,9/26/2016
SMO,Mine,Aggregate,LA873,,Arcosa Lightweight,JACK MOORE,jack.moore@arcosa.com,(205) 499-6711,12652 Airline HWY,,Erwinville,Louisiana,70729,,30.534990,-91.419398,12652 Airline HWY,,Erwinville,Louisiana,70729,,Under Review,3/17/2020,,
SMO,Mine,Aggregate,NB509,Bayside Marine Quarry,Carver Materials Canada Ltd,MARK CLARK,MCLARK@CARVERCANADA.COM,(506) 529-1117,45 Connors Lane,,Bayside,,E5B 2Y3,,45.158379,-67.132343,45 Connors Lane,,Bayside,,E5B 2Y3,,Approved,10/12/2021,Accepted,10/12/2021
SMO,Mine,Aggregate,NC563,CAROLINA STALITE COMPANY INC.,"Carolina Stalite Company, Inc.",MICHAEL HAMMILL,mhammill@stalite.com,(704) 279-2166 x140,16815 OLD BEATTY FORD RD.,,GOLD HILL,North Carolina,28071,,35.504060,-80.331700,16815 OLD BEATTY FORD RD.,,GOLD HILL,North Carolina,28071,,Approved,9/24/2002,Accepted,5/14/2019
SMO,Mine,Aggregate,NL880,"Shoreline Aggregates, Inc.","Shoreline Aggregates, Inc.",MELISSA HEFFERNAN,mheffernan@shorelineaggregates.net,(709) 764-5048,325 Highway 410,PO Box 184,Baie Verte,,A0K 1B0,,49.962019,-56.123282,325 Highway 410,PO Box 184,Baie Verte,,A0K 1B0,,Approved,12/14/2020,Accepted,12/7/2020
SMO,Mine,Aggregate,NL883,Canada Flourspar (NL) Inc,Canada Fluorspar (NL) Inc,BARRY SPARKES,BSPARKES@CANADAFLUORSPAR.COM,(709) 873-3331 x109,1 Clarke's Pond Road,,St. Lawrence,,A0E 2V0,,46.903331,-55.399188,1 Clarke's Pond Road,,St. Lawrence,,A0E 2V0,,Under Review,2/5/2021,,
SMO,Mine,Aggregate,NL895,"Shoreline Aggregates, Inc.","Shoreline Aggregates, Inc.",MELISSA HEFFERNAN,mheffernan@shorelineaggregates.net,(709) 764-5048,325 Highway 410,P.O. Box 184,Baie Verte,,A0K 1B0,,49.950278,-56.128056,325 Highway 410,P.O. Box 184,Baie Verte,,A0K 1B0,,Approved,7/6/2023,Accepted,7/6/2023
SMO,Mine,Aggregate,NS315,MARTIN MARIETTA MATERIALS,Martin Marietta Aggregates,Donald Bouchie,donald.bouchie@martinmarietta.com,(902) 631-6094,UPPER QUARRY ROAD,,AULD COVE,,BOE2GO,,45.634786,-61.431239,P.O. BOX 278,,MULGRAVE,,BOE2GO,,Approved,12/10/2001,Accepted,9/26/2016
SMO,Mine,Aggregate,NS897,Dexter Construction Company LTD.,Municipal Enterprises Limited,Gavin Isenor,gisenor@dexter.ca,(902) 471-7335,520 Marine Gateway Drive,,"Sheet Harbour, Nova Scotia",,B0J 3B0,,44.865556,-62.525278,520 Marine Gateway Drive,,"Sheet Harbour, Nova Scotia",,B0J 3B0,,Approved,6/15/2023,Accepted,6/15/2023
SMO,Mine,Aggregate,NY849,,Northeast Solite Corporation,ANTHONY NEWHOUSE,anthonynesolite@aol.com,(845) 417-7614,962 Kings Highway,,Saugerties,New York,12477,,42.050944,-73.976527,962 Kings Highway,,Saugerties,New York,12477,,Under Review,6/8/2018,,
SMO,Mine,Aggregate,ONL005,,"Cemex, Inc. - Aggregate Division",DONALD WHITLEY,donaldw.whitley@cemex.com,(863) 557-1910,22 Commercial Street,,Corner Brook,,A2H 2V2,,48.527488,-59.026630,22 Commercial Street,,Corner Brook,,A2H 2V2,,Approved,7/5/2023,,
SMO,Mine,Aggregate,OSP008,Eiffage Spain Origin,Eiffage Infraestucturas S.A.,PEDRO JOSÉ CAMACHO DEL REINO,PEDROJOSE.CAMACHODELREINO@EIFFAGE.COM,(202) 367-6171,Pol. Ind. Ctra. de la Isla E.L. 3 (Ctra. del Copero esq. C/R,,Dos Hermanas,,41703,,36.818206,-3.664194,Pol. Ind. Ctra. de la Isla E.L. 3 (Ctra. del Copero esq. C/R,,Dos Hermanas,,41703,,Approved,10/2/2024,,
SMO,Mine,Aggregate,OSP009,"Alguena, Alicante (Spain) Eiffage Origin",Eiffage Infraestucturas S.A.,PEDRO JOSÉ CAMACHO DEL REINO,PEDROJOSE.CAMACHODELREINO@EIFFAGE.COM,(202) 367-6171,"Paraje Los Rincones, Poligono 3, Parcelas 113 Y 94",,La Alguena,,03668,,,,"Paraje Los Rincones, Poligono 3, Parcelas 113 Y 94",,La Alguena,,03668,,Approved,4/1/2025,,
SMO,Mine,Aggregate,SP935,Eiffage Velez Quarry Spain,Eiffage Infraestucturas S.A.,PEDRO JOSÉ CAMACHO DEL REINO,pedrojose.camachodelreino@eiffage.com,(465) 084-5722,Ctra La Gorgoracha P.K. 53 Paraje Tablon del Boliche,,Velez de Benaudalla,,18670,,,,Ctra La Gorgoracha P.K. 53 Paraje Tablon del Boliche,,Velez de Benaudalla,,18670,,Under Review,4/2/2025,,
SMO,Plant,Asphalt Binder,LA005,BLACKLIDGE GULFPORT,"Blacklidge Emulsions, Inc.",Jon Repp,jrepp@blacklidge.com,(228) 219-5933,11030 REICHOLD ROAD,,GULFPORT,Mississippi,39503,,30.427335,-89.019046,11030 REICHOLD ROAD,,GULFPORT,Mississippi,39503,,Under Review,8/20/2015,Accepted,3/10/2016
SMO,Plant,Asphalt Binder,LA008,BLACKLIDGE PENSACOLA - INACTIVE,"Blacklidge Emulsions, Inc.",MICHELLE DRONET,MDRONET@BE-INC.COM,(228) 248-0385,4375 MCCOY DRIVE,,PENSACOLA,Florida,32503,,30.461256,-87.227833,4375 MCCOY DRIVE,,PENSACOLA,Florida,32503,,Under Review,10/26/2015,Inactivated,7/1/2015
